policy_id,booking_date,premium_booked,taxes,fees
P48205,2024-02-07,3598.63,179.93,34.45
P48206,2024-02-22,3381.94,169.1,79.51
P48207,2024-07-22,4819.9,241.0,16.19
P48208,2024-06-07,850.18,42.51,32.8
P48209,2024-05-10,1188.03,59.4,95.11
P48210,2024-07-19,4151.03,207.55,73.69
P48211,2024-01-30,2936.66,146.83,24.61
P48212,2024-06-19,3353.05,167.65,80.34
P48213,2024-04-05,,128.68,30.3
P48214,2024-01-15,1749.9,87.5,70.06
P48215,2024-06-05,2006.24,100.31,58.08
P48216,2024-01-31,4210.45,210.52,56.08
P48217,2024-04-22,1956.54,97.83,95.97
P48218,2024-07-12,726.54,36.33,93.27
P48219,2024-06-18,1051.79,52.59,81.33
P48220,2024-06-02,3463.81,173.19,52.29
P48221,2024-03-24,4850.48,242.52,74.73
P48222,2024-01-28,940.52,47.03,69.48
P48223,2024-01-24,1587.95,79.4,12.05
P48224,2024-06-22,2045.39,102.27,66.27
P48225,2024-06-04,1056.42,52.82,89.03
P48226,2024-04-13,1176.72,58.84,68.78
P48227,2024-02-14,3860.49,193.02,54.35
P48228,2024-06-25,3540.05,177.0,72.13
P48229,2024-04-18,758.12,37.91,70.25
P48230,2024-05-27,1601.7,80.09,81.28
P48231,2024-02-09,-4155.33,207.77,46.07
P48232,2024-03-23,573.16,28.66,48.74
P48233,2024-06-04,,79.05,94.16
P48234,2024-07-18,5121.0,256.05,66.38
P48235,2024-01-07,2639.69,131.98,81.0
P48236,2024-03-29,3935.42,196.77,38.27
P48237,2024-06-08,655.78,32.79,54.63
P48238,2024-06-25,3136.44,156.82,39.7
P48239,2024-01-20,1071.77,53.59,83.91
P48240,2024-03-29,2832.83,141.64,39.92
P48241,2024-04-02,1240.33,62.02,30.62
P48242,2024-02-02,687.54,34.38,11.0
P48243,2024-03-16,4628.19,231.41,15.63
P48244,2024-07-05,2228.78,111.44,98.05
P48245,2024-06-02,590.17,29.51,58.53
P48246,2024-04-13,1493.3,74.67,21.34
P48247,2024-04-21,1409.16,70.46,52.81
P48248,2024-03-07,2538.26,126.91,49.32
P48249,2024-01-28,3171.48,158.57,12.5
P48250,2024-04-15,-2577.28,128.86,79.98
P48251,2024-02-05,3202.65,160.13,26.4
P48252,2024-05-15,4934.29,246.71,22.75
P48253,2024-01-17,,247.19,64.47
P48254,2024-04-11,2487.98,124.4,31.21
P48255,2024-04-03,3318.13,165.91,54.59
P48256,2024-02-08,4926.69,246.33,32.99
P48257,2024-03-08,3410.84,170.54,30.1
P48258,2024-06-10,491.81,24.59,13.17
P48259,2024-07-07,2028.94,101.45,56.96
P48260,2024-06-18,2711.16,135.56,80.83
P48261,2024-01-21,4522.01,226.1,85.28
P48262,2024-02-20,671.9,33.59,96.6
P48263,2024-06-06,3409.4,170.47,50.22
P48264,2024-05-05,587.75,29.39,16.5
P48265,2024-02-20,2404.62,120.23,90.68
P48266,2024-05-03,2666.07,133.3,90.06
P48267,2024-01-21,3735.66,186.78,82.87
P48268,2024-03-12,2075.65,103.78,65.35
P48269,2024-01-21,4013.77,200.69,86.8
P48270,2024-05-18,3703.71,185.19,82.46
P48271,2024-03-28,2507.14,125.36,66.43
P48272,2024-02-06,1064.24,53.21,62.38
P48273,2024-02-02,4074.72,203.74,34.86
P48274,2024-04-19,3906.93,195.35,12.6
P48275,2024-05-05,2704.07,135.2,70.0
P48276,2024-07-04,3446.32,172.32,90.72
,2024-06-25,2628.23,131.41,16.53
P48278,2024-06-11,2317.2,115.86,83.14
P48279,2024-03-09,1291.25,64.56,64.86
P48280,2024-03-23,3076.17,153.81,35.62
P48281,2024-04-14,3659.7,182.99,52.68
P48282,2024-04-29,2710.93,135.55,80.43
P48283,2024-07-12,2596.99,129.85,65.45
P48284,2024-03-18,-4571.5,228.58,14.26
P48285,2024-04-27,,39.77,82.45
P48286,2024-07-02,3560.5,178.03,59.27
P48287,2024-03-25,1043.85,52.19,53.95
P48288,2024-04-03,1191.16,59.56,81.41
P48289,2024-04-16,2519.59,125.98,28.7
P48290,2024-05-27,3750.49,187.52,91.29
P48291,2024-07-03,3285.46,164.27,41.55
P48292,2024-07-06,3690.59,184.53,42.04
P48293,2024-05-08,3501.4,175.07,82.29
P48294,2024-05-02,1860.91,93.05,61.13
P48295,2024-03-08,3962.74,198.14,93.41
P48296,2024-03-06,971.99,48.6,91.36
P48297,2024-05-02,4875.56,243.78,67.76
P48298,2024-06-21,,121.78,20.45
P48299,2024-03-16,4291.45,214.57,90.25
P48300,2024-03-06,2280.66,114.03,62.32
P48301,2024-01-29,2644.9,132.25,82.02
P48302,2024-03-25,3603.31,180.17,66.41
P48303,2024-06-20,1056.02,52.8,95.0
P48304,2024-01-25,1825.26,91.26,40.39
,2024-05-11,2661.79,133.09,44.71
P48306,2024-04-27,970.57,48.53,97.9
P48307,2024-03-03,3358.85,167.94,50.94
P48308,2024-02-18,3780.84,189.04,53.95
P48309,2024-03-11,1614.02,80.7,53.24
,2024-06-18,1465.95,73.3,67.53
P48311,2024-03-06,1895.42,94.77,45.58
P48312,2024-06-28,2353.8,117.69,24.03
P48313,2024-07-01,828.25,41.41,90.72
P48314,2024-04-07,3107.44,155.37,35.74
P48315,2024-03-22,4003.73,200.19,49.42
P48316,2024-01-14,1055.91,52.8,97.58
P48317,2024-06-24,2773.94,138.7,28.06
P48318,2024-04-06,3138.69,156.93,55.92
P48319,2024-06-13,4809.91,240.5,65.41
P48320,2024-01-28,4422.62,221.13,79.57
P48321,2024-02-28,1000.04,50.0,17.56
P48322,2024-01-27,2338.68,116.93,12.25
P48323,2024-06-19,2600.51,130.03,84.74
P48324,2024-01-26,2624.52,131.23,13.46
P48325,2024-04-25,3925.31,196.27,98.61
P48326,2024-06-30,2695.33,134.77,35.39
P48327,2024-03-08,4726.63,236.33,63.09
P48328,2024-02-03,1747.43,87.37,68.01
P48329,2024-02-22,4766.81,238.34,49.93
P48330,2024-06-12,,132.11,11.75
P48331,2024-03-20,3680.43,184.02,33.94
P48332,2024-03-31,1704.41,85.22,95.4
P48333,2024-03-27,2894.44,144.72,10.57
P48334,2024-04-24,4281.52,214.08,59.26
P48335,2024-04-17,540.35,27.02,14.53
P48336,2024-01-17,4078.65,203.93,59.3
P48337,2024-06-11,4401.38,220.07,86.72
P48338,2024-05-30,1755.07,87.75,88.72
P48339,2024-03-22,1665.56,83.28,28.59
P48340,2024-02-13,1788.35,89.42,43.07
P48341,2024-07-17,4337.0,216.85,15.39
P48342,2024-03-27,762.33,38.12,77.85
P48343,2024-02-28,3673.04,183.65,21.34
P48344,2024-03-17,-2843.3,142.17,96.67
P48345,2024-01-27,1557.84,77.89,50.94
P48346,2024-06-10,939.34,46.97,66.74
P48347,2024-06-15,4501.1,225.06,39.79
P48348,2024-03-14,1705.45,85.27,30.75
P48349,2024-04-14,2231.95,111.6,96.15
,2024-04-09,2556.0,127.8,26.12
,2024-02-20,2745.73,137.29,88.58
P48352,2024-03-29,1466.29,73.31,70.23
P48353,2024-05-21,4440.05,222.0,35.73
P48354,2024-04-14,4514.22,225.71,75.69
P48355,2024-02-27,1588.95,79.45,36.58
P48356,2024-01-10,4813.12,240.66,85.84
P48357,2024-04-06,3746.45,187.32,79.83
P48358,2024-03-26,1855.03,92.75,63.41
P48359,2024-04-29,3377.93,168.9,31.56
P48360,2024-03-07,4012.03,200.6,91.99
P48361,2024-05-31,2907.8,145.39,29.64
P48362,2024-03-03,3207.45,160.37,72.75
P48363,2024-05-25,2983.87,149.19,38.01
P48364,2024-05-30,2051.71,102.59,88.87
P48365,2024-01-26,4515.69,225.78,58.39
P48366,2024-07-06,1532.96,76.65,64.77
P48367,2024-04-23,-3506.49,175.32,49.66
P48368,2024-03-11,1407.15,70.36,35.03
P48369,2024-04-27,3167.78,158.39,27.81
P48370,2024-07-15,1974.78,98.74,47.63
P48371,2024-02-01,1994.11,99.71,19.92
P48372,2024-03-19,1037.9,51.9,54.41
P48373,2024-04-30,3095.35,154.77,72.7
,2024-02-01,3897.64,194.88,99.01
P48375,2024-03-25,957.96,47.9,16.58
P48376,2024-03-24,2851.66,142.58,13.69
P48377,2024-02-21,1101.35,55.07,46.07
P48378,2024-06-15,1128.58,56.43,75.28
P48379,2024-01-30,4588.69,229.43,43.14
P48380,2024-04-09,2249.71,112.49,32.75
P48381,2024-03-23,-4461.68,223.08,30.46
P48382,2024-02-19,3423.42,171.17,89.1
P48383,2024-03-10,501.43,25.07,26.08
P48384,2024-06-25,3232.61,161.63,17.99
P48385,2024-06-12,3632.06,181.6,79.7
P48386,2024-05-04,1663.72,83.19,47.9
P48387,2024-04-30,3165.49,158.27,17.69
P48388,2024-07-10,4237.62,211.88,72.83
P48389,2024-03-25,4360.36,218.02,78.03
P48390,2024-04-28,4510.65,225.53,68.88
P48391,2024-06-01,4083.72,204.19,78.41
P48392,2024-05-23,3338.93,166.95,72.51
P48393,2024-05-29,1738.14,86.91,80.68
P48394,2024-01-17,5216.59,260.83,84.72
P48395,2024-07-21,1183.65,59.18,81.1
P48396,2024-05-26,1112.31,55.62,21.55
P48397,2024-04-15,1898.39,94.92,26.56
P48398,2024-06-16,2513.94,125.7,57.32
P48399,2024-02-02,1830.17,91.51,47.89
P48400,2024-01-20,,64.39,50.4
,2024-06-09,520.87,26.04,30.06
P48402,2024-01-30,3935.27,196.76,55.51
P48403,2024-01-21,3587.76,179.39,77.67
,2024-05-10,3747.55,187.38,65.18
P48405,2024-04-12,3705.79,185.29,40.77
P48406,2024-05-29,2813.76,140.69,27.04
P48407,2024-02-23,3910.71,195.54,72.4
P48408,2024-02-09,4090.19,204.51,96.54
P48409,2024-06-29,1367.71,68.39,81.96
P48410,2024-03-06,2515.15,125.76,69.98
P48411,2024-02-28,975.95,48.8,79.77
P48412,2024-05-13,1280.06,64.0,13.57
P48413,2024-04-16,2060.68,103.03,91.11
P48414,2024-07-06,-3805.03,190.25,80.58
P48415,2024-05-23,2044.02,102.2,62.94
P48416,2024-04-21,-4891.77,244.59,85.02
P48417,2024-07-04,846.06,42.3,57.56
P48418,2024-03-28,3506.15,175.31,45.5
P48419,2024-03-07,4164.89,208.24,68.49
P48420,2024-05-24,2174.49,108.72,58.22
P48421,2024-07-07,1307.11,65.36,21.14
P48422,2024-06-08,3100.86,155.04,41.46
P48423,2024-07-06,1555.44,77.77,38.04
P48424,2024-04-08,3427.53,171.38,94.94
P48425,2024-01-22,2840.6,142.03,57.55
P48426,2024-03-24,,71.14,90.35
P48427,2024-05-20,4737.54,236.88,84.18
P48428,2024-04-10,1785.5,89.28,31.54
P48429,2024-01-23,1508.08,75.4,73.9
P48430,2024-05-04,3697.84,184.89,27.41
P48431,2024-03-05,955.34,47.77,50.06
P48432,2024-01-20,5054.95,252.75,22.92
P48433,2024-01-21,4593.76,229.69,46.7
P48434,2024-03-11,2256.14,112.81,45.0
P48435,2024-02-04,1721.49,86.07,59.7
P48436,2024-05-09,2404.49,120.22,74.0
P48437,2024-02-05,3958.88,197.94,90.6
P48438,2024-04-04,2792.84,139.64,39.29
P48439,2024-05-23,1080.67,54.03,81.73
P48440,2024-02-28,717.99,35.9,96.37
P48441,2024-03-18,576.22,28.81,54.49
P48442,2024-02-03,2171.78,108.59,53.91
P48443,2024-05-04,-2537.59,126.88,57.7
P48444,2024-06-24,3144.51,157.23,55.35
P48445,2024-03-07,3280.54,164.03,66.51
P48446,2024-05-23,3090.29,154.51,76.74
P48447,2024-06-17,2858.2,142.91,75.93
P48448,2024-06-07,4276.96,213.85,16.03
P48449,2024-07-04,2968.99,148.45,79.86
P48450,2024-04-21,3747.01,187.35,87.03
P48451,2024-02-08,1974.87,98.74,26.51
P48452,2024-05-31,4454.03,222.7,53.32
P48453,2024-01-30,4078.32,203.92,48.14
P48454,2024-02-18,2308.17,115.41,26.62
P48455,2024-04-18,3349.38,167.47,43.71
P48456,2024-02-24,1119.51,55.98,87.97
P48457,2024-04-10,1098.8,54.94,73.53
P48458,2024-05-30,2444.45,122.22,25.06
P48459,2024-01-29,4871.35,243.57,84.21
P48460,2024-05-28,3473.34,173.67,17.65
P48461,2024-05-28,2365.58,118.28,41.41
P48462,2024-06-25,4244.15,212.21,84.64
P48463,2024-03-11,3130.94,156.55,28.17
P48464,2024-05-30,3238.14,161.91,73.01
P48465,2024-01-28,1687.6,84.38,94.82
P48466,2024-06-16,3243.55,162.18,20.37
P48467,2024-02-19,3069.78,153.49,85.84
P48468,2024-03-31,3265.37,163.27,34.12
P48469,2024-02-15,1040.14,52.01,96.98
P48470,2024-04-17,622.26,31.11,72.78
P48471,2024-05-14,3635.09,181.75,80.99
P48472,2024-06-10,1276.79,63.84,37.48
P48473,2024-02-12,1314.01,65.7,12.11
P48474,2024-06-04,2478.36,123.92,44.27
P48475,2024-01-20,1930.05,96.5,97.59
P48476,2024-04-22,1895.32,94.77,66.08
P48477,2024-06-11,3571.1,178.56,31.11
,2024-03-08,4740.79,237.04,68.49
P48479,2024-06-30,3078.9,153.95,30.12
P48480,2024-03-14,2643.44,132.17,44.98
,2024-01-27,1115.97,55.8,35.79
P48482,2024-07-08,1479.88,73.99,59.28
P48483,2024-06-16,1183.83,59.19,96.59
P48484,2024-02-13,2202.24,110.11,58.93
P48485,2024-05-02,640.33,32.02,99.13
P48486,2024-04-05,2383.09,119.15,79.72
P48487,2024-04-04,1950.1,97.5,91.63
P48488,2024-06-16,4855.32,242.77,31.29
P48489,2024-05-12,3948.98,197.45,10.21
P48490,2024-02-29,2828.0,141.4,59.09
P48491,2024-05-16,-2905.13,145.26,24.61
P48492,2024-02-07,1790.23,89.51,56.03
P48493,2024-04-18,4649.63,232.48,59.62
P48494,2024-06-09,535.88,26.79,75.11
P48495,2024-06-20,4742.83,237.14,71.87
P48496,2024-01-15,1372.86,68.64,27.03
P48497,2024-05-31,801.77,40.09,60.83
P48498,2024-06-07,1666.12,83.31,33.07
P48499,2024-01-26,2394.78,119.74,33.39
P48500,2024-05-08,2107.24,105.36,59.25
P48501,2024-01-17,3138.81,156.94,69.35
P48502,2024-03-23,3938.69,196.93,62.81
P48503,2024-02-28,1509.4,75.47,22.22
P48504,2024-05-04,3795.99,189.8,90.44
P48505,2024-02-17,1421.55,71.08,58.81
P48506,2024-06-09,1350.11,67.51,24.92
P48507,2024-04-25,4718.07,235.9,58.12
P48508,2024-04-27,1235.34,61.77,74.59
P48509,2024-03-10,1097.16,54.86,60.82
P48510,2024-03-17,4867.21,243.36,69.49
P48511,2024-02-09,4406.75,220.34,14.52
P48512,2024-03-24,5156.84,257.84,79.37
P48513,2024-02-24,1980.89,99.04,70.35
P48514,2024-06-04,4435.09,221.75,35.54
P48515,2024-05-22,3301.98,165.1,42.18
P48516,2024-04-03,1388.14,69.41,50.21
P48517,2024-04-20,4355.38,217.77,40.52
P48518,2024-02-02,3957.46,197.87,54.73
P48519,2024-01-27,,68.69,51.02
P48520,2024-05-11,3750.48,187.52,36.55
P48521,2024-02-08,1344.92,67.25,10.04
P48522,2024-02-23,4178.64,208.93,52.53
P48523,2024-06-30,3722.79,186.14,17.17
P48524,2024-06-26,2595.57,129.78,37.95
P48525,2024-04-12,3162.08,158.1,45.47
P48526,2024-01-17,3832.75,191.64,62.18
P48527,2024-01-16,2701.87,135.09,87.06
P48528,2024-04-13,4603.08,230.15,91.98
P48529,2024-01-25,3155.76,157.79,32.68
P48530,2024-05-26,3766.19,188.31,29.33
P48531,2024-04-23,2510.89,125.54,48.97
P48532,2024-05-08,1725.44,86.27,72.6
P48533,2024-06-14,3421.64,171.08,34.52
P48534,2024-05-29,4462.75,223.14,28.26
P48535,2024-03-23,-2554.4,127.72,68.06
P48536,2024-01-27,1454.25,72.71,67.1
P48537,2024-03-20,2104.36,105.22,13.29
P48538,2024-06-30,5205.85,260.29,78.83
P48539,2024-05-02,1303.59,65.18,32.54
P48540,2024-06-25,2077.64,103.88,40.46
P48541,2024-06-20,724.51,36.23,31.89
P48542,2024-05-28,574.71,28.74,81.85
P48543,2024-05-25,2983.27,149.16,63.81
P48544,2024-03-10,1933.26,96.66,75.59
P48545,2024-05-07,1948.53,97.43,12.05
P48546,2024-04-28,3583.37,179.17,29.1
P48547,2024-05-09,3473.31,173.67,60.6
P48548,2024-01-16,2411.72,120.59,72.43
P48549,2024-07-09,2474.41,123.72,38.41
P48550,2024-05-15,2852.67,142.63,67.43
P48551,2024-02-14,3543.05,177.15,86.03
P48552,2024-05-08,631.62,31.58,10.04
P48553,2024-04-06,1335.85,66.79,39.12
P48554,2024-01-05,4186.87,209.34,52.37
P48555,2024-05-06,1322.54,66.13,25.91
P48556,2024-03-14,3128.3,156.42,92.61
P48557,2024-05-24,1501.42,75.07,65.0
P48558,2024-03-17,4039.92,202.0,80.26
P48559,2024-02-18,3985.52,199.28,23.87
P48560,2024-07-24,3296.19,164.81,85.35
P48561,2024-05-01,2243.42,112.17,96.07
P48562,2024-04-28,2881.33,144.07,70.29
P48563,2024-06-23,2226.63,111.33,76.37
P48564,2024-02-11,3603.66,180.18,48.7
P48565,2024-01-25,2665.91,133.3,49.08
P48566,2024-02-10,1917.94,95.9,49.76
P48567,2024-06-29,1123.72,56.19,12.99
P48568,2024-05-15,817.43,40.87,52.88
P48569,2024-05-21,1982.77,99.14,24.42
P48570,2024-04-21,3102.55,155.13,61.07
P48571,2024-03-12,1958.06,97.9,77.42
P48572,2024-04-15,835.09,41.75,10.39
P48573,2024-05-24,4895.57,244.78,66.57
P48574,2024-05-27,1125.03,56.25,15.56
P48575,2024-03-18,1337.84,66.89,31.33
P48576,2024-02-04,5210.64,260.53,20.8
P48577,2024-04-10,1884.99,94.25,74.03
P48578,2024-03-08,1633.67,81.68,76.79
P48579,2024-06-28,2997.83,149.89,35.99
P48580,2024-02-28,1753.02,87.65,47.33
P48581,2024-04-24,904.71,45.24,62.56
P48582,2024-03-21,1674.15,83.71,94.45
P48583,2024-01-18,1791.92,89.6,90.65
P48584,2024-05-13,4743.8,237.19,69.73
P48585,2024-02-15,1459.14,72.96,61.63
P48586,2024-04-25,,198.06,84.3
P48587,2024-01-28,1904.56,95.23,43.18
P48588,2024-06-18,2284.29,114.21,39.11
P48589,2024-06-16,3645.81,182.29,77.91
P48590,2024-06-20,2099.85,104.99,14.17
P48591,2024-04-21,1070.16,53.51,93.38
P48592,2024-04-29,2924.76,146.24,98.01
P48593,2024-02-16,3448.03,172.4,31.73
P48594,2024-01-08,1556.47,77.82,90.56
P48595,2024-05-26,4720.69,236.03,48.35
P48596,2024-03-24,3771.39,188.57,19.79
P48597,2024-05-28,4844.98,242.25,18.19
P48598,2024-05-25,2079.63,103.98,40.15
P48599,2024-05-08,803.74,40.19,14.61
P48600,2024-04-04,3039.69,151.98,14.57
P48601,2024-06-10,,73.84,56.03
P48602,2024-05-18,-886.41,44.32,25.33
,2024-04-12,3660.19,183.01,81.57
P48604,2024-03-11,3717.83,185.89,25.81
P48605,2024-05-15,3336.08,166.8,39.9
P48606,2024-05-01,3617.2,180.86,49.67
P48607,2024-05-28,,187.23,86.3
,2024-06-25,918.01,45.9,65.9
P48609,2024-03-28,1671.89,83.59,53.01
P48610,2024-06-08,1147.34,57.37,44.7
P48611,2024-05-06,3801.6,190.08,13.82
P48612,2024-07-16,4358.78,217.94,10.75
P48613,2024-03-17,516.0,25.8,17.31
P48614,2024-02-07,3792.03,189.6,31.82
P48615,2024-02-24,765.75,38.29,21.58
P48616,2024-02-14,794.76,39.74,65.12
P48617,2024-05-14,2964.39,148.22,95.51
P48618,2024-05-06,2385.13,119.26,15.03
P48619,2024-01-16,2849.53,142.48,42.55
P48620,2024-06-20,2662.88,133.14,73.45
P48621,2024-05-30,3362.73,168.14,68.29
P48622,2024-06-19,-2935.23,146.76,83.08
P48623,2024-03-10,4410.81,220.54,68.28
P48624,2024-05-13,1594.79,79.74,16.39
P48625,2024-05-23,2170.92,108.55,19.17
P48626,2024-02-16,4121.36,206.07,86.02
P48627,2024-06-22,4992.53,249.63,58.33
P48628,2024-02-03,3742.25,187.11,40.43
P48629,2024-05-28,1984.31,99.22,46.4
P48630,2024-06-13,1593.47,79.67,90.93
P48631,2024-05-09,2232.41,111.62,89.52
P48632,2024-07-17,3871.69,193.58,76.46
P48633,2024-03-25,1029.6,51.48,84.11
P48634,2024-06-13,656.42,32.82,90.65
P48635,2024-05-12,1041.57,52.08,72.3
P48636,2024-03-25,3546.57,177.33,14.96
P48637,2024-05-18,,110.12,92.31
P48638,2024-02-19,618.28,30.91,25.39
P48639,2024-06-01,3946.27,197.31,61.04
P48640,2024-04-01,1145.56,57.28,65.8
P48641,2024-04-27,1777.28,88.86,83.08
P48642,2024-06-25,3116.02,155.8,41.6
P48643,2024-07-06,4068.24,203.41,25.41
P48644,2024-06-21,3372.32,168.62,11.92
P48645,2024-02-06,3951.33,197.57,65.09
P48646,2024-02-05,2120.37,106.02,28.33
,2024-06-10,1020.91,51.05,74.06
P48648,2024-04-17,1364.41,68.22,43.86
P48649,2024-05-10,4939.22,246.96,54.02
P48650,2024-02-07,1936.16,96.81,28.41
P48651,2024-06-17,4216.47,210.82,43.08
P48652,2024-05-30,4889.37,244.47,20.46
P48653,2024-05-31,3882.32,194.12,15.44
P48654,2024-07-24,4529.31,226.47,90.38
P48655,2024-05-26,2499.79,124.99,42.9
P48656,2024-05-23,2091.84,104.59,39.12
P48657,2024-05-31,1847.64,92.38,63.48
P48658,2024-03-09,1986.35,99.32,25.26
P48659,2024-03-27,3227.64,161.38,75.62
P48660,2024-06-22,2101.45,105.07,24.71
P48661,2024-04-30,1556.59,77.83,62.17
P48662,2024-01-14,4284.72,214.24,11.8
P48663,2024-06-18,3161.51,158.08,86.68
P48664,2024-05-17,755.13,37.76,45.06
P48665,2024-04-29,1746.03,87.3,14.16
P48666,2024-04-22,2736.0,136.8,78.31
P48667,2024-06-02,2601.35,130.07,38.94
P48668,2024-06-27,1961.74,98.09,24.16
P48669,2024-06-25,3393.92,169.7,81.9
P48670,2024-01-10,584.13,29.21,32.34
P48671,2024-05-30,4001.12,200.06,45.77
P48672,2024-05-23,1180.37,59.02,24.36
P48673,2024-03-25,3099.13,154.96,22.86
P48674,2024-01-28,2529.38,126.47,91.13
P48675,2024-03-29,4941.12,247.06,76.24
P48676,2024-01-28,1833.89,91.69,30.65
P48677,2024-01-19,569.68,28.48,73.07
P48678,2024-05-23,4342.49,217.12,35.24
P48679,2024-02-19,2944.87,147.24,13.98
P48680,2024-05-20,1943.61,97.18,89.29
P48681,2024-05-07,1006.84,50.34,96.43
P48682,2024-02-13,3653.43,182.67,41.69
P48683,2024-06-10,1255.92,62.8,33.19
P48684,2024-01-22,973.31,48.67,56.66
P48685,2024-02-28,2838.42,141.92,55.57
P48686,2024-02-18,1494.72,74.74,90.6
P48687,2024-05-09,2707.63,135.38,86.82
P48688,2024-06-05,2764.41,138.22,43.98
P48689,2024-05-20,2357.52,117.88,88.06
P48690,2024-04-24,2869.09,143.45,78.0
P48691,2024-03-14,3965.38,198.27,54.02
P48692,2024-03-02,2136.24,106.81,11.45
P48693,2024-03-19,3066.71,153.34,55.67
P48694,2024-02-15,2772.0,138.6,21.14
P48695,2024-04-12,1652.7,82.64,52.51
P48696,2024-02-29,3517.85,175.89,81.7
P48697,2024-05-24,2332.4,116.62,80.99
P48698,2024-02-11,1708.21,85.41,42.08
P48699,2024-01-24,2271.74,113.59,88.52
P48700,2024-06-03,1096.56,54.83,56.45
P48701,2024-02-18,2958.25,147.91,95.72
P48702,2024-06-08,624.9,31.25,57.27
P48703,2024-02-02,2800.98,140.05,33.36
P48704,2024-05-15,3406.9,170.35,94.14
P48705,2024-04-11,1930.52,96.53,89.34
P48706,2024-02-19,2223.9,111.2,37.66
P48707,2024-04-07,1593.07,79.65,39.33
P48708,2024-02-07,4427.8,221.39,23.58
P48709,2024-04-24,980.86,49.04,38.26
P48710,2024-02-09,2358.43,117.92,43.87
P48711,2024-05-03,2292.13,114.61,89.48
P48712,2024-02-14,,163.9,98.38
P48713,2024-03-21,1194.04,59.7,52.1
P48714,2024-02-09,,115.27,53.75
P48715,2024-06-03,3168.52,158.43,67.06
P48716,2024-02-11,1694.79,84.74,12.1
P48717,2024-05-22,4783.32,239.17,79.68
P48718,2024-01-09,3240.87,162.04,58.04
P48719,2024-01-07,595.3,29.77,40.68
P48720,2024-04-20,3365.79,168.29,73.98
P48721,2024-03-27,1357.27,67.86,93.9
P48722,2024-02-25,813.72,40.69,83.59
P48723,2024-02-20,761.9,38.09,70.5
P48724,2024-02-09,4197.83,209.89,69.79
P48725,2024-04-10,1052.66,52.63,67.94
P48726,2024-02-15,3317.19,165.86,81.06
P48727,2024-03-10,1612.98,80.65,82.52
P48728,2024-06-10,,179.1,79.19
P48729,2024-04-03,3006.8,150.34,52.46
P48730,2024-03-12,4476.42,223.82,80.8
P48731,2024-01-18,961.39,48.07,97.53
P48732,2024-06-24,2282.82,114.14,75.32
P48733,2024-03-23,2284.72,114.24,52.98
P48734,2024-04-23,3939.43,196.97,23.17
P48735,2024-05-16,4141.4,207.07,61.32
P48736,2024-06-12,3593.17,179.66,73.8
P48737,2024-03-14,1738.83,86.94,15.47
P48738,2024-06-01,1826.27,91.31,72.59
P48739,2024-03-24,3270.01,163.5,83.29
P48740,2024-05-11,1894.81,94.74,92.71
P48741,2024-06-26,2323.36,116.17,45.25
P48742,2024-06-04,1897.37,94.87,59.05
P48743,2024-05-26,1804.03,90.2,50.26
,2024-02-15,2941.43,147.07,96.77
P48745,2024-03-30,2594.92,129.75,20.82
P48746,2024-02-20,4902.53,245.13,22.57
P48747,2024-01-23,4396.1,219.81,75.89
P48748,2024-07-04,2672.74,133.64,64.5
P48749,2024-05-04,3667.97,183.4,37.39
P48750,2024-01-12,1902.27,95.11,22.45
P48751,2024-02-15,1137.19,56.86,42.71
P48752,2024-02-16,1861.32,93.07,87.46
P48753,2024-06-08,3381.96,169.1,38.87
P48754,2024-04-11,4385.97,219.3,99.94
P48755,2024-05-03,5225.28,261.26,34.45
P48756,2024-05-23,1474.83,73.74,67.67
P48757,2024-02-20,4455.11,222.76,40.72
P48758,2024-05-19,2780.14,139.01,64.88
P48759,2024-01-29,2445.32,122.27,79.0
P48760,2024-02-13,4932.9,246.64,94.06
P48761,2024-03-13,2285.79,114.29,50.93
P48762,2024-03-21,,243.56,98.98
P48763,2024-05-10,5234.51,261.73,87.63
P48764,2024-05-24,3429.0,171.45,67.41
P48765,2024-04-10,2271.92,113.6,95.77
P48766,2024-02-05,,164.62,33.64
P48767,2024-07-02,723.55,36.18,52.66
P48768,2024-05-14,1908.77,95.44,45.88
P48769,2024-03-23,1946.73,97.34,51.45
P48770,2024-07-14,4130.98,206.55,78.67
P48771,2024-05-30,3411.54,170.58,27.07
P48772,2024-03-12,2529.1,126.45,60.18
P48773,2024-03-07,2698.63,134.93,12.37
P48774,2024-04-28,2833.5,141.68,47.6
P48775,2024-05-29,3911.56,195.58,33.31
P48776,2024-03-27,3514.07,175.7,89.95
P48777,2024-03-22,1604.2,80.21,76.32
P48778,2024-04-29,2750.59,137.53,42.66
P48779,2024-07-23,4805.68,240.28,14.65
P48780,2024-02-11,,222.45,16.87
P48781,2024-02-14,,111.56,11.22
P48782,2024-06-28,1445.01,72.25,41.2
P48783,2024-01-14,2187.53,109.38,85.84
P48784,2024-03-30,2937.55,146.88,34.86
P48785,2024-02-02,4415.63,220.78,11.58
P48786,2024-02-15,3121.18,156.06,15.69
P48787,2024-04-08,3420.71,171.04,39.06
P48788,2024-07-08,1058.2,52.91,56.46
P48789,2024-03-18,4864.03,243.2,52.95
P48790,2024-05-24,-4005.89,200.29,50.22
P48791,2024-03-19,2871.22,143.56,61.38
P48792,2024-06-21,4168.23,208.41,59.22
P48793,2024-06-25,2775.05,138.75,91.91
