policy_id,effective_date,written_premium,product,state,broker
P47403,2024-06-15,2299.44,Multi-Family,FL,Broker C
P47404,2024-02-13,587.5,Multi-Family,NC,Broker C
P47405,2024-02-12,4307.05,Multi-Family,NC,Broker B
P47406,2024-06-09,1159.45,Landlord,NC,Broker B
P47407,2024-02-26,806.28,Multi-Family,FL,Broker B
P47408,2024-03-22,834.59,Multi-Family,GA,Broker A
P47409,2024-01-21,1650.03,Landlord,GA,Broker C
P47410,2024-02-21,3267.43,Landlord,TX,Broker C
P47411,2024-02-15,3693.72,Landlord,IL,Broker A
P47412,2024-02-12,1945.76,Multi-Family,FL,Broker A
P47413,2024-03-27,1365.73,Landlord,FL,Broker A
P47414,2024-04-30,1462.83,Multi-Family,NC,Broker B
P47415,2024-06-29,4059.3,Multi-Family,IL,Broker B
P47416,2024-01-01,893.74,Short Term Rental,FL,Broker A
P47417,2024-04-28,2696.84,Short Term Rental,NC,Broker A
P47418,2024-02-08,1596.28,Landlord,TX,Broker A
P47419,2024-03-08,2740.7,Short Term Rental,NC,Broker B
P47420,2024-06-09,2173.59,Multi-Family,NC,Broker A
P47421,2024-04-22,792.16,Short Term Rental,TX,Broker A
P47422,2024-02-21,893.76,Multi-Family,NC,Broker A
P47423,2024-03-25,3561.4,Short Term Rental,NC,Broker B
P47424,2024-03-02,917.92,Landlord,IL,Broker C
P47425,2024-01-28,740.72,Landlord,NC,Broker C
P47426,2024-06-09,1980.03,Multi-Family,NC,Broker A
P47427,2024-01-03,3353.93,Multi-Family,FL,Broker A
P47428,2024-06-26,948.15,Landlord,GA,Broker A
P47429,2024-06-04,3535.12,Landlord,TX,Broker B
P47430,2024-03-26,3422.2,Multi-Family,GA,Broker C
P47431,2024-02-29,4284.2,Multi-Family,NC,Broker C
P47432,2024-04-25,3851.42,Short Term Rental,TX,Broker C
P47433,2024-06-12,2677.47,Multi-Family,IL,Broker A
P47434,2024-04-10,1011.86,Landlord,IL,Broker C
P47435,2024-01-27,,Multi-Family,TX,Broker C
P47436,2024-05-10,4883.61,Landlord,GA,Broker B
P47437,2024-06-19,3957.13,Landlord,NC,Broker C
P47438,2024-05-10,957.58,Multi-Family,NC,Broker B
P47439,2024-05-04,3098.38,Short Term Rental,IL,Broker C
P47440,2024-06-22,1201.97,Multi-Family,TX,Broker B
P47441,2024-02-07,2031.6,Short Term Rental,IL,Broker A
P47442,2024-01-07,1600.4,Short Term Rental,FL,Broker C
P47443,2024-02-14,1062.19,Multi-Family,IL,Broker B
P47444,2024-01-06,553.37,Multi-Family,IL,Broker B
P47445,2024-06-17,4680.92,Landlord,TX,Broker C
P47446,2024-01-06,1023.2,Landlord,GA,Broker B
P47447,2024-06-12,1654.4,Short Term Rental,FL,Broker A
P47448,2024-06-29,2620.64,Short Term Rental,IL,Broker A
P47449,2024-02-09,4071.78,Short Term Rental,TX,Broker A
P47450,2024-04-09,1876.95,Multi-Family,GA,Broker B
P47451,2024-01-25,1211.7,Short Term Rental,IL,Broker B
P47452,2024-05-03,4191.41,Multi-Family,IL,Broker B
P47453,2024-06-27,4741.8,Short Term Rental,FL,Broker C
P47454,2024-03-10,4034.8,Landlord,IL,Broker C
P47455,2024-01-20,,Multi-Family,TX,Broker A
P47456,2024-02-28,4170.46,Landlord,GA,Broker B
P47457,2024-03-21,3419.81,Landlord,IL,Broker B
P47458,2024-04-22,4779.43,Landlord,FL,Broker C
P47459,2024-04-12,3523.43,Multi-Family,FL,Broker B
P47460,2024-05-09,3691.75,Landlord,GA,Broker A
P47461,2024-04-18,4773.65,Landlord,GA,Broker B
P47462,2024-05-11,3968.7,Short Term Rental,FL,Broker B
P47463,2024-04-03,,Landlord,GA,Broker A
P47464,2024-03-17,1748.58,Multi-Family,FL,Broker C
P47465,2024-05-19,4851.24,Multi-Family,IL,Broker B
P47466,2024-04-19,1190.69,Multi-Family,NC,Broker A
P47467,2024-01-08,2249.05,Short Term Rental,IL,Broker B
P47468,2024-01-04,759.62,Short Term Rental,FL,Broker B
P47469,2024-01-01,3493.35,Short Term Rental,IL,Broker C
P47470,2024-03-27,1652.36,Multi-Family,GA,Broker A
P47471,2024-06-11,1180.54,Short Term Rental,IL,Broker A
P47472,2024-02-13,986.84,Landlord,FL,Broker B
P47473,2024-06-23,2183.14,Landlord,NC,Broker B
P47474,2024-04-18,4942.25,Landlord,TX,Broker B
P47475,2024-03-13,4351.81,Landlord,GA,Broker B
P47476,2024-06-11,983.83,Landlord,FL,Broker C
P47477,2024-03-21,3515.31,Multi-Family,TX,Broker A
P47478,2024-02-18,655.28,Multi-Family,TX,Broker A
P47479,2024-01-20,3319.61,Short Term Rental,FL,Broker B
P47480,2024-06-25,2344.03,Short Term Rental,NC,Broker B
,2024-03-16,3060.14,Short Term Rental,FL,Broker A
P47482,2024-06-21,3763.49,Multi-Family,TX,Broker B
P47483,2024-05-16,2701.24,Landlord,NC,Broker B
P47484,2024-01-11,4849.59,Short Term Rental,GA,Broker C
P47485,2024-01-20,1131.68,Multi-Family,IL,Broker B
P47486,2024-02-17,624.61,Multi-Family,NC,Broker C
P47487,2024-04-07,1330.33,Short Term Rental,FL,Broker A
P47488,2024-05-05,1495.92,Landlord,TX,Broker B
P47489,2024-03-08,2451.81,Short Term Rental,IL,Broker C
P47490,2024-05-07,1020.36,Multi-Family,TX,Broker B
P47491,2024-02-03,4311.86,Multi-Family,NC,Broker B
P47492,2024-06-27,970.43,Landlord,NC,Broker A
P47493,2024-01-01,4226.39,Multi-Family,IL,Broker B
P47494,2024-03-14,544.16,Short Term Rental,NC,Broker A
P47495,2024-06-05,2751.85,Landlord,GA,Broker B
P47496,2024-02-21,4315.87,Landlord,IL,Broker B
P47497,2024-04-03,1950.64,Short Term Rental,NC,Broker B
P47498,2024-05-21,3462.65,Landlord,NC,Broker B
P47499,2024-06-18,,Short Term Rental,GA,Broker C
P47500,2024-02-05,1273.57,Short Term Rental,IL,Broker C
P47501,2024-04-19,1369.33,Landlord,IL,Broker A
P47502,2024-03-09,,Short Term Rental,TX,Broker C
P47503,2024-05-15,683.93,Short Term Rental,TX,Broker C
P47504,2024-03-12,756.07,Short Term Rental,GA,Broker B
P47505,2024-06-10,3071.93,Multi-Family,GA,Broker A
P47506,2024-06-23,4074.54,Landlord,IL,Broker C
P47507,2024-04-05,1462.97,Multi-Family,TX,Broker B
P47508,2024-05-01,4773.09,Short Term Rental,TX,Broker B
P47509,2024-03-23,2939.98,Multi-Family,GA,Broker C
P47510,2024-06-21,1317.03,Landlord,FL,Broker C
P47511,2024-05-01,633.48,Landlord,TX,Broker B
P47512,2024-01-15,2529.61,Landlord,NC,Broker A
P47513,2024-04-04,4002.04,Short Term Rental,TX,Broker A
P47514,2024-06-21,4587.52,Multi-Family,TX,Broker C
P47515,2024-03-05,771.78,Multi-Family,GA,Broker A
P47516,2024-06-14,4159.78,Multi-Family,TX,Broker C
P47517,2024-03-13,2788.65,Short Term Rental,FL,Broker B
P47518,2024-03-21,3153.62,Multi-Family,TX,Broker A
P47519,2024-05-13,3052.99,Landlord,GA,Broker A
P47520,2024-04-17,3374.55,Multi-Family,FL,Broker B
P47521,2024-04-24,547.51,Multi-Family,FL,Broker C
P47522,2024-02-26,2556.71,Multi-Family,IL,Broker B
P47523,2024-03-04,1496.55,Multi-Family,TX,Broker A
P47524,2024-02-01,3819.41,Multi-Family,TX,Broker C
P47525,2024-04-08,616.78,Multi-Family,IL,Broker B
P47526,2024-02-13,4135.91,Multi-Family,IL,Broker B
P47527,2024-01-23,1772.33,Short Term Rental,TX,Broker C
P47528,2024-01-30,3366.89,Short Term Rental,FL,Broker B
P47529,2024-02-07,,Short Term Rental,TX,Broker C
P47530,2024-01-30,2261.21,Multi-Family,IL,Broker C
P47531,2024-06-02,769.05,Landlord,NC,Broker B
P47532,2024-05-08,4595.59,Landlord,GA,Broker B
P47533,2024-01-22,4163.52,Multi-Family,FL,Broker C
P47534,2024-02-04,1816.4,Short Term Rental,NC,Broker A
P47535,2024-03-09,4210.03,Short Term Rental,GA,Broker A
P47536,2024-02-25,1548.62,Multi-Family,IL,Broker B
P47537,2024-03-27,4313.13,Short Term Rental,FL,Broker A
P47538,2024-03-24,4699.82,Multi-Family,FL,Broker A
P47539,2024-03-07,4274.65,Multi-Family,FL,Broker C
P47540,2024-06-22,1496.66,Short Term Rental,TX,Broker B
P47541,2024-04-16,4604.96,Landlord,IL,Broker A
P47542,2024-06-19,2469.54,Multi-Family,IL,Broker B
P47543,2024-03-20,4546.82,Landlord,IL,Broker C
P47544,2024-01-30,4960.61,Multi-Family,TX,Broker C
P47545,2024-04-13,1529.62,Short Term Rental,GA,Broker B
P47546,2024-01-25,4464.39,Multi-Family,TX,Broker A
,2024-05-21,2548.49,Short Term Rental,IL,Broker A
P47548,2024-05-25,720.63,Multi-Family,IL,Broker B
P47549,2024-05-27,4056.5,Short Term Rental,FL,Broker C
P47550,2024-01-17,2348.65,Multi-Family,NC,Broker A
P47551,2024-04-13,3287.26,Short Term Rental,NC,Broker C
P47552,2024-01-29,4631.81,Multi-Family,IL,Broker A
P47553,2024-04-26,738.33,Multi-Family,IL,Broker B
P47554,2024-01-17,1935.66,Landlord,IL,Broker A
P47555,2024-06-02,1780.27,Short Term Rental,TX,Broker C
P47556,2024-06-04,646.51,Short Term Rental,FL,Broker B
P47557,2024-03-28,,Short Term Rental,TX,Broker C
P47558,2024-05-02,1305.49,Multi-Family,GA,Broker C
P47559,2024-02-12,3613.63,Landlord,GA,Broker B
P47560,2024-03-15,792.18,Short Term Rental,GA,Broker A
P47561,2024-05-10,,Landlord,IL,Broker B
P47562,2024-01-10,1204.13,Multi-Family,GA,Broker A
P47563,2024-04-18,3917.98,Landlord,TX,Broker C
P47564,2024-06-26,,Landlord,IL,Broker A
P47565,2024-01-22,,Multi-Family,TX,Broker C
P47566,2024-04-07,3122.31,Multi-Family,GA,Broker C
P47567,2024-04-20,1919.44,Landlord,FL,Broker C
P47568,2024-01-19,1863.77,Multi-Family,IL,Broker B
P47569,2024-02-17,4746.8,Short Term Rental,NC,Broker C
P47570,2024-01-18,4043.33,Multi-Family,NC,Broker A
P47571,2024-04-21,3915.3,Multi-Family,FL,Broker B
P47572,2024-01-22,1454.34,Multi-Family,NC,Broker A
,2024-02-29,1745.09,Short Term Rental,GA,Broker B
P47574,2024-01-12,2418.71,Landlord,IL,Broker A
P47575,2024-04-25,845.78,Multi-Family,FL,Broker B
P47576,2024-04-05,1361.57,Landlord,GA,Broker B
P47577,2024-04-05,3826.28,Multi-Family,NC,Broker A
P47578,2024-06-11,4836.1,Landlord,NC,Broker A
P47579,2024-02-18,3275.91,Landlord,IL,Broker B
P47580,2024-05-11,2313.27,Multi-Family,NC,Broker A
P47581,2024-01-01,2014.03,Multi-Family,FL,Broker C
P47582,2024-01-01,1894.93,Landlord,FL,Broker C
P47583,2024-03-28,2428.52,Short Term Rental,FL,Broker B
P47584,2024-01-26,1714.85,Landlord,GA,Broker C
P47585,2024-02-02,744.32,Multi-Family,GA,Broker A
P47586,2024-02-02,4058.27,Short Term Rental,IL,Broker B
P47587,2024-04-07,3839.53,Multi-Family,NC,Broker B
P47588,2024-01-27,567.55,Landlord,TX,Broker B
P47589,2024-04-14,2232.99,Short Term Rental,GA,Broker B
P47590,2024-04-01,4837.88,Multi-Family,TX,Broker C
P47591,2024-01-10,1019.13,Multi-Family,TX,Broker A
P47592,2024-03-29,3545.39,Short Term Rental,FL,Broker A
P47593,2024-06-28,4240.85,Multi-Family,IL,Broker A
P47594,2024-02-26,2334.75,Multi-Family,FL,Broker B
P47595,2024-05-17,1063.72,Landlord,TX,Broker B
P47596,2024-01-04,3434.62,Multi-Family,IL,Broker C
P47597,2024-04-11,4518.74,Landlord,GA,Broker B
P47598,2024-02-14,,Landlord,GA,Broker C
P47599,2024-05-28,2361.45,Short Term Rental,IL,Broker B
P47600,2024-02-01,3400.27,Landlord,NC,Broker A
P47601,2024-05-26,1604.58,Short Term Rental,IL,Broker A
,2024-04-10,1894.44,Multi-Family,IL,Broker A
P47603,2024-05-09,900.21,Short Term Rental,FL,Broker B
P47604,2024-01-05,519.17,Multi-Family,NC,Broker C
P47605,2024-03-14,2349.9,Multi-Family,GA,Broker A
P47606,2024-06-09,3238.53,Landlord,IL,Broker A
P47607,2024-02-05,4185.21,Multi-Family,FL,Broker C
P47608,2024-06-17,3944.69,Multi-Family,NC,Broker A
P47609,2024-05-14,4090.74,Landlord,GA,Broker B
,2024-06-05,703.32,Short Term Rental,IL,Broker A
P47611,2024-05-05,1896.09,Multi-Family,NC,Broker B
P47612,2024-03-19,3254.59,Multi-Family,TX,Broker B
P47613,2024-06-03,1160.71,Multi-Family,NC,Broker B
P47614,2024-04-18,3140.04,Multi-Family,IL,Broker B
P47615,2024-05-09,3963.34,Short Term Rental,GA,Broker A
P47616,2024-04-10,570.51,Multi-Family,TX,Broker C
P47617,2024-02-22,3222.64,Landlord,NC,Broker A
P47618,2024-04-21,,Short Term Rental,TX,Broker B
P47619,2024-03-04,1381.25,Short Term Rental,GA,Broker B
P47620,2024-02-23,940.96,Landlord,TX,Broker C
P47621,2024-02-03,2454.01,Landlord,TX,Broker B
P47622,2024-03-12,1512.23,Landlord,FL,Broker C
P47623,2024-02-04,4102.84,Landlord,TX,Broker A
P47624,2024-05-05,1534.93,Short Term Rental,NC,Broker B
,2024-01-19,836.2,Short Term Rental,TX,Broker C
P47626,2024-04-01,4745.11,Landlord,GA,Broker A
P47627,2024-02-22,3883.68,Landlord,NC,Broker A
P47628,2024-06-27,4682.16,Multi-Family,NC,Broker C
P47629,2024-04-13,2988.47,Landlord,NC,Broker B
P47630,2024-03-08,4027.72,Landlord,GA,Broker C
P47631,2024-05-06,4034.3,Landlord,IL,Broker C
,2024-06-03,3736.49,Landlord,FL,Broker B
P47633,2024-05-09,2867.26,Short Term Rental,FL,Broker C
P47634,2024-04-30,2942.16,Short Term Rental,GA,Broker A
P47635,2024-04-06,,Multi-Family,GA,Broker C
P47636,2024-03-06,2843.12,Multi-Family,FL,Broker A
P47637,2024-04-30,1308.03,Short Term Rental,FL,Broker A
P47638,2024-02-08,4014.37,Landlord,GA,Broker C
P47639,2024-03-03,965.54,Landlord,GA,Broker B
P47640,2024-02-23,1480.52,Short Term Rental,TX,Broker B
,2024-03-26,4270.24,Multi-Family,TX,Broker A
P47642,2024-06-08,4390.13,Landlord,IL,Broker C
P47643,2024-01-10,1441.54,Multi-Family,GA,Broker C
P47644,2024-06-17,3453.86,Multi-Family,IL,Broker B
P47645,2024-02-23,2686.08,Short Term Rental,FL,Broker B
P47646,2024-06-18,3358.95,Landlord,IL,Broker A
P47647,2024-04-24,3736.52,Landlord,GA,Broker A
P47648,2024-02-29,2543.84,Short Term Rental,NC,Broker A
P47649,2024-06-01,4193.05,Landlord,IL,Broker C
P47650,2024-04-14,1295.12,Landlord,NC,Broker B
P47651,2024-04-24,,Landlord,IL,Broker C
P47652,2024-04-25,2945.7,Multi-Family,NC,Broker C
P47653,2024-04-25,4881.7,Landlord,GA,Broker A
P47654,2024-01-07,3096.07,Landlord,NC,Broker C
P47655,2024-01-04,819.69,Short Term Rental,FL,Broker A
P47656,2024-05-28,1642.94,Landlord,TX,Broker B
P47657,2024-05-05,4762.5,Multi-Family,GA,Broker A
P47658,2024-05-02,1549.38,Short Term Rental,IL,Broker B
P47659,2024-05-01,2661.47,Multi-Family,FL,Broker A
P47660,2024-04-29,2518.61,Short Term Rental,TX,Broker A
P47661,2024-05-16,2392.62,Short Term Rental,FL,Broker B
P47662,2024-02-03,515.45,Multi-Family,IL,Broker B
P47663,2024-03-29,1944.62,Landlord,GA,Broker C
P47664,2024-02-15,506.3,Landlord,FL,Broker C
P47665,2024-01-29,2471.37,Short Term Rental,TX,Broker A
P47666,2024-06-26,2307.77,Landlord,TX,Broker C
P47667,2024-04-16,4543.04,Short Term Rental,NC,Broker A
P47668,2024-05-14,3515.3,Landlord,FL,Broker A
P47669,2024-06-06,4357.79,Multi-Family,GA,Broker B
P47670,2024-03-21,2319.04,Multi-Family,NC,Broker B
P47671,2024-04-17,1897.96,Short Term Rental,IL,Broker B
P47672,2024-01-09,3095.21,Multi-Family,IL,Broker C
P47673,2024-05-27,3533.81,Landlord,IL,Broker B
P47674,2024-01-07,717.01,Landlord,IL,Broker C
P47675,2024-06-14,4810.41,Multi-Family,TX,Broker B
P47676,2024-05-31,4967.69,Multi-Family,TX,Broker B
P47677,2024-03-31,2458.74,Landlord,IL,Broker B
,2024-01-17,1271.01,Short Term Rental,GA,Broker B
P47679,2024-02-28,2779.34,Landlord,IL,Broker C
P47680,2024-05-06,1261.83,Landlord,GA,Broker C
P47681,2024-05-10,1082.93,Multi-Family,TX,Broker B
P47682,2024-03-11,685.66,Short Term Rental,TX,Broker B
,2024-05-18,4378.28,Multi-Family,TX,Broker C
P47684,2024-01-02,4110.62,Multi-Family,NC,Broker C
P47685,2024-01-04,3081.84,Landlord,GA,Broker B
P47686,2024-02-15,1841.49,Short Term Rental,FL,Broker C
P47687,2024-02-06,2615.1,Landlord,FL,Broker A
P47688,2024-06-09,2648.52,Multi-Family,FL,Broker A
P47689,2024-05-01,1916.16,Multi-Family,IL,Broker A
P47690,2024-01-23,1590.24,Short Term Rental,TX,Broker B
P47691,2024-03-19,4222.2,Short Term Rental,FL,Broker B
P47692,2024-03-30,4703.58,Multi-Family,GA,Broker B
P47693,2024-04-15,2250.46,Short Term Rental,TX,Broker B
P47694,2024-02-20,3305.23,Short Term Rental,GA,Broker B
P47695,2024-04-05,3136.48,Landlord,IL,Broker A
P47696,2024-06-02,2860.54,Landlord,TX,Broker C
P47697,2024-01-31,4769.84,Landlord,IL,Broker B
P47698,2024-05-20,1997.74,Landlord,FL,Broker B
P47699,2024-04-19,4411.9,Landlord,FL,Broker B
P47700,2024-06-07,956.82,Short Term Rental,FL,Broker A
P47701,2024-02-05,4544.46,Landlord,GA,Broker C
P47702,2024-03-01,1256.89,Short Term Rental,NC,Broker B
P47703,2024-03-21,2114.49,Landlord,GA,Broker A
P47704,2024-01-07,2234.47,Multi-Family,GA,Broker C
P47705,2024-04-28,1126.23,Landlord,NC,Broker C
P47706,2024-03-27,549.67,Short Term Rental,IL,Broker A
P47707,2024-01-31,2609.41,Short Term Rental,TX,Broker B
P47708,2024-06-20,1038.87,Short Term Rental,GA,Broker A
P47709,2024-05-24,1546.19,Short Term Rental,TX,Broker B
P47710,2024-02-04,3762.52,Landlord,TX,Broker B
P47711,2024-06-26,4485.72,Short Term Rental,TX,Broker B
P47712,2024-01-11,1149.68,Short Term Rental,IL,Broker A
P47713,2024-06-21,1387.79,Multi-Family,TX,Broker C
P47714,2024-05-21,3977.35,Multi-Family,GA,Broker B
P47715,2024-02-19,575.71,Multi-Family,TX,Broker A
P47716,2024-04-20,1718.34,Multi-Family,FL,Broker B
P47717,2024-06-16,3612.51,Landlord,TX,Broker A
P47718,2024-05-31,762.32,Landlord,IL,Broker C
P47719,2024-03-16,2173.62,Short Term Rental,IL,Broker B
P47720,2024-02-16,4923.35,Landlord,NC,Broker C
P47721,2024-01-22,3185.65,Multi-Family,NC,Broker A
P47722,2024-06-19,2774.58,Multi-Family,IL,Broker A
P47723,2024-05-06,1881.74,Short Term Rental,NC,Broker C
P47724,2024-05-13,2657.25,Multi-Family,FL,Broker C
P47725,2024-06-11,1811.54,Landlord,TX,Broker B
P47726,2024-02-08,2502.25,Landlord,TX,Broker A
P47727,2024-03-23,648.03,Short Term Rental,GA,Broker B
P47728,2024-05-14,4874.67,Short Term Rental,NC,Broker A
P47729,2024-01-28,3792.26,Multi-Family,GA,Broker C
P47730,2024-05-23,2532.46,Multi-Family,TX,Broker A
P47731,2024-05-16,4517.76,Short Term Rental,GA,Broker B
P47732,2024-01-21,2415.99,Landlord,FL,Broker B
P47733,2024-06-20,2336.51,Multi-Family,NC,Broker C
P47734,2024-05-12,,Landlord,TX,Broker A
P47735,2024-01-06,1748.03,Multi-Family,GA,Broker C
P47736,2024-02-12,2287.64,Multi-Family,IL,Broker B
P47737,2024-01-03,1825.11,Landlord,IL,Broker B
P47738,2024-06-25,2062.05,Short Term Rental,NC,Broker B
P47739,2024-04-21,4907.25,Short Term Rental,NC,Broker A
P47740,2024-01-01,3293.33,Short Term Rental,FL,Broker B
P47741,2024-03-31,3374.37,Multi-Family,TX,Broker C
P47742,2024-06-23,1095.2,Short Term Rental,NC,Broker A
P47743,2024-03-08,4067.87,Landlord,TX,Broker B
P47744,2024-06-09,2401.47,Multi-Family,NC,Broker A
P47745,2024-01-12,3378.18,Multi-Family,FL,Broker B
P47746,2024-05-23,976.32,Multi-Family,FL,Broker B
P47747,2024-01-23,698.06,Multi-Family,NC,Broker C
P47748,2024-01-19,2781.07,Short Term Rental,TX,Broker B
P47749,2024-04-25,2156.37,Landlord,TX,Broker C
P47750,2024-03-24,2408.54,Multi-Family,FL,Broker A
P47751,2024-04-26,4116.53,Landlord,IL,Broker A
P47752,2024-03-16,1730.46,Short Term Rental,FL,Broker B
P47753,2024-06-05,4272.57,Multi-Family,GA,Broker C
P47754,2024-05-05,1151.08,Landlord,GA,Broker B
P47755,2024-06-24,2326.12,Multi-Family,FL,Broker A
P47756,2024-05-20,1942.89,Short Term Rental,TX,Broker C
P47757,2024-06-16,517.67,Multi-Family,IL,Broker A
P47758,2024-03-15,3214.47,Multi-Family,FL,Broker C
P47759,2024-05-08,3503.53,Short Term Rental,FL,Broker C
P47760,2024-04-20,2844.58,Multi-Family,GA,Broker B
P47761,2024-02-26,4525.14,Short Term Rental,FL,Broker A
P47762,2024-02-23,2474.0,Landlord,GA,Broker C
P47763,2024-01-28,3351.61,Multi-Family,IL,Broker C
P47764,2024-05-18,2540.1,Landlord,TX,Broker A
P47765,2024-05-30,1761.17,Landlord,NC,Broker A
P47766,2024-01-27,2297.94,Landlord,TX,Broker C
P47767,2024-06-01,2772.93,Landlord,IL,Broker B
P47768,2024-06-27,4289.79,Multi-Family,NC,Broker A
P47769,2024-03-18,1685.96,Multi-Family,TX,Broker A
P47770,2024-02-16,2554.02,Landlord,NC,Broker C
P47771,2024-04-07,4932.14,Multi-Family,FL,Broker B
P47772,2024-04-24,2585.81,Multi-Family,FL,Broker B
P47773,2024-01-17,1030.62,Short Term Rental,FL,Broker C
P47774,2024-03-16,4509.45,Short Term Rental,GA,Broker C
P47775,2024-04-03,1518.12,Landlord,TX,Broker C
P47776,2024-02-01,1342.89,Landlord,IL,Broker C
P47777,2024-03-03,1829.16,Short Term Rental,GA,Broker A
P47778,2024-03-30,2613.43,Multi-Family,NC,Broker A
P47779,2024-04-18,758.44,Short Term Rental,NC,Broker A
P47780,2024-03-14,2945.05,Short Term Rental,GA,Broker A
P47781,2024-01-03,758.66,Landlord,NC,Broker C
P47782,2024-02-29,2561.46,Landlord,TX,Broker B
P47783,2024-03-24,1689.29,Multi-Family,TX,Broker C
P47784,2024-01-03,2445.23,Multi-Family,IL,Broker C
P47785,2024-04-12,1059.38,Short Term Rental,IL,Broker B
P47786,2024-02-11,4806.8,Multi-Family,FL,Broker B
P47787,2024-01-22,1133.22,Multi-Family,TX,Broker C
P47788,2024-06-22,3811.14,Short Term Rental,FL,Broker C
P47789,2024-04-22,,Multi-Family,FL,Broker C
P47790,2024-03-11,,Short Term Rental,TX,Broker B
P47791,2024-05-31,3645.91,Short Term Rental,GA,Broker A
P47792,2024-05-28,1736.17,Multi-Family,IL,Broker C
P47793,2024-01-16,4011.11,Multi-Family,NC,Broker A
P47794,2024-01-12,3908.63,Multi-Family,IL,Broker C
P47795,2024-04-24,673.1,Multi-Family,FL,Broker C
P47796,2024-04-19,1300.79,Short Term Rental,IL,Broker A
P47797,2024-06-28,891.63,Landlord,IL,Broker B
P47798,2024-02-09,2172.1,Short Term Rental,NC,Broker A
P47799,2024-05-14,3363.72,Landlord,IL,Broker C
P47800,2024-02-27,2419.24,Landlord,FL,Broker A
P47801,2024-01-27,2390.82,Short Term Rental,TX,Broker B
P47802,2024-04-21,4435.87,Multi-Family,GA,Broker B
P47803,2024-06-14,590.53,Multi-Family,FL,Broker A
P47804,2024-01-19,2943.43,Multi-Family,NC,Broker C
P47805,2024-06-05,600.98,Multi-Family,FL,Broker A
P47806,2024-02-09,1891.55,Multi-Family,IL,Broker B
P47807,2024-01-25,1328.49,Short Term Rental,GA,Broker B
P47808,2024-05-19,1829.72,Landlord,NC,Broker A
P47809,2024-02-05,780.35,Multi-Family,GA,Broker C
P47810,2024-03-04,3731.15,Multi-Family,NC,Broker A
P47811,2024-02-02,4922.24,Short Term Rental,FL,Broker C
P47812,2024-01-20,1583.75,Short Term Rental,FL,Broker B
P47813,2024-02-10,2622.3,Multi-Family,IL,Broker A
P47814,2024-04-13,1634.27,Short Term Rental,GA,Broker C
,2024-02-14,4492.81,Short Term Rental,NC,Broker C
,2024-02-11,2095.24,Landlord,GA,Broker A
P47817,2024-05-22,4445.5,Multi-Family,NC,Broker A
P47818,2024-05-13,1903.57,Multi-Family,GA,Broker C
,2024-04-13,2634.92,Multi-Family,NC,Broker A
P47820,2024-06-01,2404.4,Multi-Family,FL,Broker A
P47821,2024-06-16,2742.22,Landlord,IL,Broker C
P47822,2024-01-27,2421.88,Multi-Family,IL,Broker B
P47823,2024-01-02,4983.23,Landlord,IL,Broker C
,2024-03-06,907.5,Landlord,NC,Broker A
P47825,2024-05-09,2849.64,Multi-Family,FL,Broker A
P47826,2024-05-21,2242.45,Multi-Family,GA,Broker B
P47827,2024-04-16,1382.76,Landlord,IL,Broker A
P47828,2024-03-29,4273.06,Short Term Rental,FL,Broker A
P47829,2024-03-19,732.31,Multi-Family,TX,Broker B
P47830,2024-01-18,1372.93,Short Term Rental,GA,Broker A
P47831,2024-03-12,1657.68,Landlord,NC,Broker B
P47832,2024-03-26,3947.12,Landlord,FL,Broker B
P47833,2024-04-09,4338.14,Multi-Family,GA,Broker C
P47834,2024-06-15,2929.81,Landlord,NC,Broker A
P47835,2024-05-16,3546.19,Short Term Rental,TX,Broker C
P47836,2024-04-27,2678.56,Landlord,TX,Broker B
P47837,2024-04-08,740.95,Short Term Rental,GA,Broker C
P47838,2024-04-28,,Multi-Family,FL,Broker B
,2024-06-10,1895.49,Short Term Rental,GA,Broker B
P47840,2024-02-10,567.61,Landlord,GA,Broker A
,2024-04-23,3789.07,Short Term Rental,FL,Broker C
P47842,2024-02-12,1575.49,Short Term Rental,NC,Broker C
P47843,2024-02-10,2660.23,Multi-Family,FL,Broker C
P47844,2024-03-20,2086.06,Landlord,TX,Broker B
P47845,2024-03-08,4801.78,Landlord,IL,Broker C
P47846,2024-06-18,1809.87,Short Term Rental,TX,Broker A
P47847,2024-05-16,2765.22,Short Term Rental,TX,Broker A
P47848,2024-05-17,3994.75,Multi-Family,NC,Broker A
P47849,2024-01-12,711.78,Landlord,TX,Broker C
,2024-05-26,2899.27,Short Term Rental,FL,Broker C
P47851,2024-04-20,4516.05,Landlord,IL,Broker B
P47852,2024-01-06,3752.55,Short Term Rental,IL,Broker B
P47853,2024-06-13,4932.12,Landlord,GA,Broker B
P47854,2024-03-08,906.61,Landlord,IL,Broker B
P47855,2024-04-12,1217.83,Landlord,NC,Broker C
P47856,2024-01-16,2760.48,Multi-Family,FL,Broker A
P47857,2024-01-03,1968.79,Multi-Family,GA,Broker C
P47858,2024-01-06,3806.59,Multi-Family,GA,Broker B
P47859,2024-01-05,1669.79,Multi-Family,IL,Broker B
P47860,2024-02-15,4350.4,Multi-Family,FL,Broker C
P47861,2024-06-13,949.0,Multi-Family,NC,Broker C
P47862,2024-06-17,1277.06,Landlord,IL,Broker B
P47863,2024-06-07,3021.36,Multi-Family,GA,Broker B
P47864,2024-02-11,4645.06,Short Term Rental,FL,Broker B
